Cement_component_1,Blast Furnace Slag_component_2,Fly_Ash_component_3,Water_component_4,Superplasticizer_component_5,Coarse_Aggregate_component_6,Fine_Aggregate_component_7,Age_day,prediction
0.0,0.0,189.0,0.0,1125.0,613.0,7.0,42.42,
0.0,0.0,189.0,0.0,1125.0,613.0,14.0,48.4,
0.0,0.0,189.0,0.0,1125.0,613.0,28.0,55.94,
0.0,0.0,189.0,0.0,1125.0,613.0,90.0,58.78,
0.0,0.0,189.0,0.0,1125.0,613.0,270.0,67.11,
0.0,0.0,203.0,0.0,974.0,800.0,14.0,20.77,
0.0,0.0,203.0,0.0,974.0,800.0,28.0,25.18,
0.0,0.0,203.0,0.0,974.0,800.0,180.0,29.59,
0.0,0.0,203.0,0.0,974.0,817.0,28.0,21.75,
0.0,0.0,185.0,0.0,1040.0,734.0,28.0,39.09,
0.0,0.0,192.0,0.0,936.0,721.0,3.0,24.39,
0.0,0.0,146.0,0.0,896.0,896.0,7.0,50.51,50.57383333333334
0.0,0.0,146.0,0.0,896.0,896.0,28.0,74.99,50.57383333333334
105.0,82.0,210.0,9.0,904.0,680.0,28.0,37.17,49.103666666666676
190.0,148.0,179.0,19.0,838.0,741.0,28.0,33.76,49.27975
144.0,112.0,220.0,10.0,923.0,658.0,28.0,16.5,
115.0,89.0,202.0,9.0,860.0,829.0,28.0,19.99,43.856666666666655
178.0,139.0,168.0,18.0,944.0,695.0,28.0,36.35,
143.0,111.0,168.0,22.0,914.0,651.0,28.0,33.69,
0.0,175.0,158.0,18.0,943.0,844.0,28.0,15.42,
140.0,0.0,214.0,6.0,895.0,722.0,28.0,33.42,
0.0,0.0,190.0,7.0,1013.0,730.0,28.0,39.05,
149.0,116.0,175.0,15.0,953.0,720.0,28.0,27.68,
239.0,0.0,200.0,6.0,1002.0,684.0,28.0,26.86,
143.0,0.0,168.0,10.0,914.0,804.0,28.0,45.3,
0.0,100.0,196.0,10.0,959.0,705.0,28.0,30.12,
0.0,184.0,167.0,12.0,991.0,772.0,28.0,15.57,
167.0,130.0,174.0,11.0,883.0,785.0,28.0,44.61,
137.0,107.0,201.0,6.0,878.0,655.0,28.0,53.52,55.828500000000005
164.0,0.0,190.0,5.0,870.0,774.0,28.0,57.21,
187.0,0.0,191.0,7.0,824.0,757.0,28.0,65.91,
129.0,100.0,172.0,9.0,825.0,805.0,28.0,52.82,
97.0,76.0,194.0,8.0,835.0,821.0,28.0,33.4,45.04900000000001
0.0,150.0,182.0,12.0,1023.0,729.0,28.0,18.03,44.659277777777774
243.0,0.0,180.0,11.0,1022.0,698.0,28.0,37.36,
188.0,146.0,203.0,11.0,829.0,710.0,28.0,32.84,
0.0,107.0,186.0,6.0,879.0,815.0,28.0,42.64,55.828500000000005
0.0,126.0,210.0,6.0,861.0,737.0,28.0,40.06,45.86566666666666
121.0,94.0,188.0,9.0,904.0,696.0,28.0,41.94,
166.0,0.0,174.0,9.0,882.0,790.0,28.0,61.23,
0.0,142.0,193.0,11.0,801.0,778.0,28.0,40.87,
207.0,161.0,179.0,5.0,867.0,736.0,28.0,33.3,
149.0,0.0,186.0,8.0,951.0,709.0,28.0,52.42,
0.0,200.0,181.0,13.0,849.0,846.0,28.0,15.09,44.659277777777774
0.0,113.0,170.0,10.0,925.0,783.0,28.0,38.46,
0.0,128.0,182.0,11.0,870.0,780.0,28.0,37.26,
164.0,128.0,237.0,6.0,869.0,656.0,28.0,35.23,
121.0,0.0,177.0,7.0,908.0,829.0,28.0,42.13,50.54766666666667
0.0,107.0,210.0,11.0,880.0,744.0,28.0,31.87,55.828500000000005
111.0,86.0,195.0,6.0,833.0,790.0,28.0,41.54,
250.0,0.0,168.0,12.0,1049.0,688.0,28.0,39.45,
260.0,0.0,183.0,13.0,859.0,827.0,28.0,37.91,43.856111111111105
116.0,90.0,180.0,9.0,870.0,768.0,28.0,44.28,
0.0,116.0,196.0,10.0,818.0,813.0,28.0,31.18,
139.0,109.0,193.0,6.0,892.0,780.0,28.0,23.69,
187.0,0.0,176.0,11.0,990.0,789.0,28.0,32.76,
100.0,78.0,201.0,9.0,864.0,761.0,28.0,32.4,
92.0,71.0,247.0,6.0,853.0,695.0,28.0,28.63,
0.0,113.0,178.0,8.0,1002.0,689.0,28.0,36.8,48.248999999999995
183.0,0.0,193.0,9.0,1047.0,697.0,28.0,18.28,
230.0,0.0,202.0,3.0,827.0,872.0,28.0,33.06,
0.0,107.0,221.0,11.0,819.0,778.0,28.0,31.42,
210.0,0.0,196.0,3.0,949.0,795.0,28.0,31.03,
145.0,0.0,178.0,8.0,867.0,824.0,28.0,44.39,48.248999999999995
0.0,112.0,184.0,8.0,992.0,816.0,28.0,12.18,
145.0,113.0,178.0,8.0,1002.0,689.0,28.0,25.56,
133.0,103.0,200.0,7.0,916.0,753.0,28.0,36.44,
236.0,0.0,176.0,13.0,847.0,893.0,28.0,32.96,
0.0,120.0,212.0,10.0,878.0,728.0,28.0,23.84,
145.0,113.0,178.0,8.0,867.0,824.0,28.0,26.23,
0.0,137.0,158.0,16.0,1002.0,830.0,28.0,17.95,
0.0,138.0,199.0,11.0,801.0,792.0,28.0,40.68,
145.0,0.0,178.0,8.0,1000.0,822.0,28.0,19.01,
111.0,86.0,195.0,5.0,895.0,733.0,28.0,33.72,
0.0,195.0,220.0,11.0,898.0,713.0,28.0,8.54,
0.0,185.0,167.0,16.0,1074.0,678.0,28.0,13.46,
0.0,90.0,199.0,11.0,931.0,762.0,28.0,32.24,49.103666666666676
118.0,92.0,183.0,7.0,953.0,780.0,28.0,23.52,
169.0,143.0,191.0,8.0,967.0,643.0,28.0,29.72,
101.0,78.0,171.0,10.0,936.0,763.0,28.0,49.77,
161.0,0.0,178.0,10.0,917.0,759.0,28.0,52.44,48.248999999999995
120.0,0.0,168.0,7.0,970.0,794.0,28.0,40.93,
0.0,0.0,182.0,3.0,986.0,817.0,28.0,44.86,
0.0,134.0,181.0,11.0,979.0,812.0,28.0,13.2,
237.0,0.0,174.0,12.0,1069.0,675.0,28.0,37.43,
170.0,133.0,192.0,8.0,814.0,805.0,28.0,29.87,
170.0,0.0,195.0,8.0,811.0,802.0,28.0,56.61,
0.0,143.0,193.0,9.0,1047.0,697.0,28.0,12.46,
183.0,0.0,193.0,9.0,877.0,868.0,28.0,23.79,
0.0,166.0,180.0,10.0,961.0,805.0,28.0,13.29,
112.0,87.0,178.0,10.0,910.0,745.0,28.0,39.42,
145.0,113.0,179.0,8.0,869.0,690.0,28.0,46.23,
145.0,0.0,127.0,8.0,1000.0,822.0,28.0,44.52,48.248999999999995
173.0,0.0,182.0,3.0,986.0,817.0,28.0,23.74,
136.0,106.0,178.0,7.0,941.0,774.0,28.0,26.14,
0.0,182.0,181.0,15.0,839.0,884.0,28.0,15.52,
117.0,91.0,191.0,7.0,946.0,666.0,28.0,43.57,
0.0,107.0,164.0,13.0,953.0,784.0,28.0,35.86,55.828500000000005
145.0,0.0,178.0,8.0,1002.0,689.0,28.0,41.05,48.248999999999995
184.0,143.0,194.0,9.0,880.0,699.0,28.0,28.99,
134.0,0.0,195.0,6.0,924.0,760.0,28.0,46.24,
175.0,0.0,171.0,2.0,1000.0,828.0,28.0,26.92,
0.0,179.0,202.0,8.0,824.0,869.0,28.0,10.54,
0.0,0.0,178.0,8.0,1000.0,822.0,28.0,25.1,48.248999999999995
162.0,126.0,172.0,10.0,923.0,764.0,28.0,29.07,
0.0,143.0,193.0,9.0,877.0,868.0,28.0,9.74,
99.0,77.0,189.0,6.0,919.0,749.0,28.0,33.8,
207.0,172.0,216.0,10.0,822.0,638.0,28.0,39.84,49.27975
196.0,98.0,199.0,6.0,847.0,783.0,28.0,26.97,
163.0,128.0,197.0,8.0,961.0,641.0,28.0,27.23,44.659277777777774
214.0,164.0,202.0,10.0,820.0,680.0,28.0,30.65,49.27975
214.0,152.0,200.0,9.0,819.0,704.0,28.0,33.05,
153.0,194.0,192.0,8.0,935.0,623.0,28.0,24.58,
105.0,193.0,196.0,6.0,965.0,643.0,28.0,21.91,
209.0,161.0,201.0,7.0,848.0,669.0,28.0,30.88,
15.0,195.0,176.0,6.0,1021.0,709.0,28.0,15.34,
174.0,185.0,228.0,7.0,845.0,612.0,28.0,24.34,
187.0,195.0,185.0,7.0,898.0,636.0,28.0,23.89,59.28699999999999
86.0,190.0,213.0,6.0,923.0,623.0,28.0,22.93,
178.0,187.0,221.0,7.0,854.0,614.0,28.0,29.41,
91.7,71.5,246.9,6.0,852.9,695.4,28.0,28.63,
0.0,113.0,178.5,8.0,1001.9,688.7,28.0,36.8,
183.4,0.0,193.3,9.1,1047.4,696.7,28.0,18.29,
230.5,0.0,202.5,3.4,827.0,871.8,28.0,32.72,
0.0,106.7,221.4,10.5,819.2,778.4,28.0,31.42,
210.2,0.0,195.7,3.1,949.4,795.3,28.0,28.94,
145.0,0.0,178.5,8.0,867.2,824.0,28.0,40.93,
0.0,111.9,184.4,7.9,992.0,815.9,28.0,12.18,
145.0,113.0,178.5,8.0,1001.9,688.7,28.0,25.56,
132.6,103.3,200.3,7.4,916.0,753.4,28.0,36.44,
236.0,0.0,175.8,12.6,846.8,892.7,28.0,32.96,
0.0,119.8,211.5,9.9,878.2,727.6,28.0,23.84,
145.0,113.0,178.5,8.0,867.2,824.0,28.0,26.23,
0.0,136.6,158.1,16.1,1001.8,830.1,28.0,17.96,
0.0,137.9,199.0,10.8,801.1,792.5,28.0,38.63,
144.7,0.0,178.1,8.0,999.7,822.2,28.0,19.01,
110.5,86.1,195.4,5.0,895.2,732.6,28.0,33.72,
0.0,194.9,219.7,11.0,897.7,712.9,28.0,8.54,
0.0,185.3,166.7,15.6,1074.5,678.0,28.0,13.46,
0.0,89.6,198.7,10.6,931.3,762.2,28.0,32.25,
117.6,91.7,182.9,7.1,953.4,780.3,28.0,23.52,
169.4,142.7,190.7,8.4,967.4,643.5,28.0,29.73,
100.6,78.4,170.6,10.4,935.7,762.9,28.0,49.77,
160.5,0.0,177.6,9.6,916.6,759.5,28.0,52.45,
119.7,0.0,168.3,7.2,970.4,794.2,28.0,40.93,
0.0,0.0,181.9,3.4,985.8,816.8,28.0,44.87,
0.0,133.6,180.8,11.1,979.5,811.5,28.0,13.2,
236.8,0.0,173.8,11.9,1069.3,674.8,28.0,37.43,
170.2,132.6,191.6,8.5,814.1,805.3,28.0,29.87,
169.6,0.0,194.9,8.1,811.0,802.3,28.0,56.62,
0.0,142.8,193.3,9.1,1047.4,696.7,28.0,12.46,
183.4,0.0,193.3,9.1,877.2,867.7,28.0,23.79,
0.0,165.7,180.2,10.0,961.0,804.9,28.0,13.29,
112.3,87.5,177.9,10.4,909.7,744.5,28.0,39.42,
145.3,113.2,178.9,8.0,869.1,690.2,28.0,46.23,
144.7,0.0,127.3,8.0,999.7,822.2,28.0,44.52,
172.6,0.0,181.9,3.4,985.8,816.8,28.0,23.74,
136.3,106.2,178.1,7.5,941.5,774.3,28.0,26.15,
0.0,182.1,181.4,15.0,838.9,884.3,28.0,15.53,
116.8,91.0,190.6,7.0,946.5,665.6,28.0,43.58,
0.0,107.5,163.6,12.8,953.2,784.0,28.0,35.87,
145.0,0.0,178.5,8.0,1001.9,688.7,28.0,41.05,
183.9,143.2,193.8,9.2,879.6,698.5,28.0,28.99,
133.7,0.0,194.9,5.5,924.1,760.1,28.0,46.25,
175.1,0.0,171.2,2.2,1000.0,828.5,28.0,26.92,
0.0,178.9,201.7,7.8,824.0,868.7,28.0,10.54,
0.0,0.0,178.1,8.0,999.7,822.2,28.0,25.1,
161.6,125.8,171.6,10.4,922.6,764.4,28.0,29.07,
0.0,142.8,193.3,9.1,877.2,867.7,28.0,9.74,
98.8,77.0,188.6,6.5,919.0,749.3,28.0,33.8,
105.1,81.8,209.7,9.0,904.0,679.7,28.0,37.17,
190.1,148.1,178.8,18.8,838.1,741.4,28.0,33.76,49.27975
144.2,112.3,220.1,10.1,923.2,657.9,28.0,16.5,
114.6,89.3,201.9,8.8,860.0,829.5,28.0,19.99,
178.1,138.7,167.5,18.3,944.0,694.6,28.0,36.35,
142.8,111.2,167.8,22.1,913.9,651.2,28.0,38.22,
0.0,174.9,158.4,17.9,942.7,844.5,28.0,15.42,
139.9,0.0,213.5,6.2,895.5,722.5,28.0,33.42,
0.0,0.0,190.2,6.7,1013.2,730.4,28.0,39.06,
148.9,116.0,175.1,15.0,953.3,719.7,28.0,27.68,
238.7,0.0,200.0,6.3,1001.8,683.9,28.0,26.86,
142.8,0.0,167.9,10.0,914.3,804.0,28.0,45.3,
0.0,99.6,196.0,9.8,959.4,705.2,28.0,30.12,
0.0,183.9,166.6,11.6,991.2,772.2,28.0,15.57,
166.6,129.7,173.5,10.9,882.6,785.3,28.0,44.61,
137.2,106.9,201.3,6.0,878.4,655.3,28.0,53.52,
164.2,0.0,190.5,4.6,870.0,774.0,28.0,57.22,
187.0,0.0,191.3,6.6,824.3,756.9,28.0,65.91,
128.9,100.4,172.4,9.5,825.1,804.9,28.0,52.83,
97.1,75.6,193.8,8.3,835.5,821.4,28.0,33.4,
0.0,150.4,181.6,11.7,1023.3,728.9,28.0,18.03,
243.5,0.0,180.3,10.7,1022.0,697.7,28.0,37.36,
188.0,146.4,203.2,11.3,828.7,709.7,28.0,35.31,
0.0,107.0,186.4,6.1,879.0,815.2,28.0,42.64,
0.0,126.5,209.7,5.7,860.5,736.6,28.0,40.06,
120.5,93.9,187.6,9.2,904.4,695.9,28.0,43.8,
166.4,0.0,174.0,8.9,881.6,790.0,28.0,61.24,
0.0,141.6,193.3,11.0,801.4,778.4,28.0,40.87,
206.5,160.9,178.9,5.5,866.9,735.6,28.0,33.31,
148.6,0.0,185.8,8.5,951.0,709.5,28.0,52.43,
0.0,200.1,181.2,12.6,849.3,846.0,28.0,15.09,
0.0,112.6,169.9,10.1,925.3,782.9,28.0,38.46,
0.0,127.9,182.5,11.5,870.1,779.7,28.0,37.27,
163.9,127.7,236.7,5.8,868.6,655.6,28.0,35.23,
121.0,0.0,177.4,7.0,907.9,829.5,28.0,42.14,
0.0,107.0,209.7,11.1,879.6,744.2,28.0,31.88,
111.0,86.5,195.5,5.9,832.6,790.4,28.0,41.54,
250.0,0.0,168.4,12.2,1049.3,688.2,28.0,39.46,
259.7,0.0,183.2,12.7,858.8,826.8,28.0,37.92,43.856111111111105
116.0,90.3,179.6,8.9,870.1,768.3,28.0,44.28,
0.0,115.6,196.0,10.4,817.9,813.4,28.0,31.18,
139.4,108.6,192.7,6.1,892.4,780.0,28.0,23.7,
186.7,0.0,175.6,11.3,989.6,788.9,28.0,32.77,
100.5,78.3,200.6,8.6,864.5,761.5,28.0,32.4,
540.0,0.0,0.0,1040.0,676.0,28.0,79.99,,
540.0,0.0,0.0,1055.0,676.0,28.0,61.89,,
332.5,142.5,0.0,932.0,594.0,270.0,40.27,,53.2965
332.5,142.5,0.0,932.0,594.0,365.0,41.05,,53.2965
198.6,132.4,0.0,978.4,825.5,360.0,44.3,,62.67933333333333
266.0,114.0,0.0,932.0,670.0,90.0,47.03,,57.80649999999999
380.0,95.0,0.0,932.0,594.0,365.0,43.7,,52.9245
380.0,95.0,0.0,932.0,594.0,28.0,36.45,,
266.0,114.0,0.0,932.0,670.0,28.0,45.85,,
475.0,0.0,0.0,932.0,594.0,28.0,39.29,,
198.6,132.4,0.0,978.4,825.5,90.0,38.07,,60.23899999999999
198.6,132.4,0.0,978.4,825.5,28.0,28.02,,
427.5,47.5,0.0,932.0,594.0,270.0,43.01,,54.7735
190.0,190.0,0.0,932.0,670.0,90.0,42.33,,57.764583333333334
304.0,76.0,0.0,932.0,670.0,28.0,47.81,,
380.0,0.0,0.0,932.0,670.0,90.0,52.91,,45.38866666666667
139.6,209.4,0.0,1047.0,806.9,90.0,39.36,,62.178749999999994
342.0,38.0,0.0,932.0,670.0,365.0,56.14,,54.93499999999999
380.0,95.0,0.0,932.0,594.0,90.0,40.56,,53.00566666666666
475.0,0.0,0.0,932.0,594.0,180.0,42.62,,48.410833333333336
427.5,47.5,0.0,932.0,594.0,180.0,41.84,,54.7735
139.6,209.4,0.0,1047.0,806.9,28.0,28.24,,
139.6,209.4,0.0,1047.0,806.9,3.0,8.06,,
139.6,209.4,0.0,1047.0,806.9,180.0,44.21,,61.06433333333333
380.0,0.0,0.0,932.0,670.0,365.0,52.52,,42.73283333333334
380.0,0.0,0.0,932.0,670.0,270.0,53.3,,42.73283333333334
380.0,95.0,0.0,932.0,594.0,270.0,41.15,,53.2965
342.0,38.0,0.0,932.0,670.0,180.0,52.12,,54.93499999999999
427.5,47.5,0.0,932.0,594.0,28.0,37.43,,
475.0,0.0,0.0,932.0,594.0,7.0,38.6,,
304.0,76.0,0.0,932.0,670.0,365.0,55.26,,56.54216666666666
266.0,114.0,0.0,932.0,670.0,365.0,52.91,,56.54216666666666
198.6,132.4,0.0,978.4,825.5,180.0,41.72,,62.67933333333333
475.0,0.0,0.0,932.0,594.0,270.0,42.13,,48.410833333333336
190.0,190.0,0.0,932.0,670.0,365.0,53.69,,56.12349999999999
237.5,237.5,0.0,932.0,594.0,270.0,38.41,,55.50616666666666
237.5,237.5,0.0,932.0,594.0,28.0,30.08,,
332.5,142.5,0.0,932.0,594.0,90.0,37.72,,53.00566666666666
475.0,0.0,0.0,932.0,594.0,90.0,42.23,,50.35316666666667
237.5,237.5,0.0,932.0,594.0,180.0,36.25,,55.50616666666666
342.0,38.0,0.0,932.0,670.0,90.0,50.46,,57.812666666666665
427.5,47.5,0.0,932.0,594.0,365.0,43.7,,54.7735
237.5,237.5,0.0,932.0,594.0,365.0,39.0,,55.50616666666666
380.0,0.0,0.0,932.0,670.0,180.0,53.1,,42.73283333333334
427.5,47.5,0.0,932.0,594.0,90.0,41.54,,57.78883333333334
427.5,47.5,0.0,932.0,594.0,7.0,35.08,,
349.0,0.0,0.0,1047.0,806.9,3.0,15.05,,
380.0,95.0,0.0,932.0,594.0,180.0,40.76,,53.2965
237.5,237.5,0.0,932.0,594.0,7.0,26.26,,
380.0,95.0,0.0,932.0,594.0,7.0,32.82,,
332.5,142.5,0.0,932.0,594.0,180.0,39.78,,53.2965
190.0,190.0,0.0,932.0,670.0,180.0,46.93,,56.12349999999999
237.5,237.5,0.0,932.0,594.0,90.0,33.12,,55.50366666666666
304.0,76.0,0.0,932.0,670.0,90.0,49.19,,57.80649999999999
139.6,209.4,0.0,1047.0,806.9,7.0,14.59,,
198.6,132.4,0.0,978.4,825.5,7.0,14.64,,
475.0,0.0,0.0,932.0,594.0,365.0,41.93,,48.410833333333336
198.6,132.4,0.0,978.4,825.5,3.0,9.13,,
304.0,76.0,0.0,932.0,670.0,180.0,50.95,,56.54216666666666
332.5,142.5,0.0,932.0,594.0,28.0,33.02,,
304.0,76.0,0.0,932.0,670.0,270.0,54.38,,56.54216666666666
266.0,114.0,0.0,932.0,670.0,270.0,51.73,,56.54216666666666
310.0,0.0,0.0,971.0,850.6,3.0,9.87,,
190.0,190.0,0.0,932.0,670.0,270.0,50.66,,56.12349999999999
266.0,114.0,0.0,932.0,670.0,180.0,48.7,,56.54216666666666
342.0,38.0,0.0,932.0,670.0,270.0,55.06,,54.93499999999999
139.6,209.4,0.0,1047.0,806.9,360.0,44.7,,61.06433333333333
332.5,142.5,0.0,932.0,594.0,7.0,30.28,,
190.0,190.0,0.0,932.0,670.0,28.0,40.86,,
485.0,0.0,0.0,1120.0,800.0,28.0,71.99,,
374.0,189.2,0.0,926.1,756.7,3.0,34.4,,
313.3,262.2,0.0,1046.9,611.8,3.0,28.8,,
425.0,106.3,0.0,852.1,887.1,3.0,33.4,,
425.0,106.3,0.0,936.0,803.7,3.0,36.3,,
375.0,93.8,0.0,852.1,992.6,3.0,29.0,,
475.0,118.8,0.0,852.1,781.5,3.0,37.8,,
469.0,117.2,0.0,852.1,840.5,3.0,40.2,,
425.0,106.3,0.0,852.1,887.1,3.0,33.4,,
388.6,97.1,0.0,852.1,925.7,3.0,28.1,,
531.3,0.0,0.0,852.1,893.7,3.0,41.3,,
425.0,106.3,0.0,852.1,887.1,3.0,33.4,,
318.8,212.5,0.0,852.1,880.4,3.0,25.2,,
401.8,94.7,0.0,946.8,852.1,3.0,41.1,,
362.6,189.0,0.0,944.7,755.8,3.0,35.3,,
323.7,282.8,0.0,942.7,659.9,3.0,28.3,,
379.5,151.2,0.0,1134.3,605.0,3.0,28.6,,
362.6,189.0,0.0,944.7,755.8,3.0,35.3,,
286.3,200.9,0.0,1004.6,803.7,3.0,24.4,,
362.6,189.0,0.0,944.7,755.8,3.0,35.3,,
439.0,177.0,0.0,884.9,707.9,3.0,39.3,,
389.9,189.0,0.0,944.7,755.8,3.0,40.6,,
362.6,189.0,0.0,944.7,755.8,3.0,35.3,,
337.9,189.0,0.0,944.7,755.8,3.0,24.1,,
374.0,189.2,0.0,926.1,756.7,7.0,46.2,,
313.3,262.2,0.0,1046.9,611.8,7.0,42.8,,
425.0,106.3,0.0,852.1,887.1,7.0,49.2,,
425.0,106.3,0.0,936.0,803.7,7.0,46.8,,
375.0,93.8,0.0,852.1,992.6,7.0,45.7,,
475.0,118.8,0.0,852.1,781.5,7.0,55.6,,
469.0,117.2,0.0,852.1,840.5,7.0,54.9,,
425.0,106.3,0.0,852.1,887.1,7.0,49.2,,
388.6,97.1,0.0,852.1,925.7,7.0,34.9,,
531.3,0.0,0.0,852.1,893.7,7.0,46.9,,
425.0,106.3,0.0,852.1,887.1,7.0,49.2,,
318.8,212.5,0.0,852.1,880.4,7.0,33.4,,
401.8,94.7,0.0,946.8,852.1,7.0,54.1,,
362.6,189.0,0.0,944.7,755.8,7.0,55.9,,
323.7,282.8,0.0,942.7,659.9,7.0,49.8,,
379.5,151.2,0.0,1134.3,605.0,7.0,47.1,,
362.6,189.0,0.0,944.7,755.8,7.0,55.9,,
286.3,200.9,0.0,1004.6,803.7,7.0,38.0,,
362.6,189.0,0.0,944.7,755.8,7.0,55.9,,
439.0,177.0,0.0,884.9,707.9,7.0,56.1,,
389.9,189.0,0.0,944.7,755.8,7.0,59.09,,
362.6,189.0,0.0,944.7,755.8,7.0,22.9,,
337.9,189.0,0.0,944.7,755.8,7.0,35.1,,
374.0,189.2,0.0,926.1,756.7,28.0,61.09,,
313.3,262.2,0.0,1046.9,611.8,28.0,59.8,,
425.0,106.3,0.0,852.1,887.1,28.0,60.29,,
425.0,106.3,0.0,936.0,803.7,28.0,61.8,,
375.0,93.8,0.0,852.1,992.6,28.0,56.7,,
475.0,118.8,0.0,852.1,781.5,28.0,68.3,,
469.0,117.2,0.0,852.1,840.5,28.0,66.9,,
425.0,106.3,0.0,852.1,887.1,28.0,60.29,,
388.6,97.1,0.0,852.1,925.7,28.0,50.7,,
531.3,0.0,0.0,852.1,893.7,28.0,56.4,,
425.0,106.3,0.0,852.1,887.1,28.0,60.29,,
318.8,212.5,0.0,852.1,880.4,28.0,55.5,,
401.8,94.7,0.0,946.8,852.1,28.0,68.5,,
362.6,189.0,0.0,944.7,755.8,28.0,71.3,,
323.7,282.8,0.0,942.7,659.9,28.0,74.7,,
379.5,151.2,0.0,1134.3,605.0,28.0,52.2,,
362.6,189.0,0.0,944.7,755.8,28.0,71.3,,
286.3,200.9,0.0,1004.6,803.7,28.0,67.7,,
362.6,189.0,0.0,944.7,755.8,28.0,71.3,,
439.0,177.0,0.0,884.9,707.9,28.0,66.0,,
389.9,189.0,0.0,944.7,755.8,28.0,74.5,,
362.6,189.0,0.0,944.7,755.8,28.0,71.3,,
337.9,189.0,0.0,944.7,755.8,28.0,49.9,,
374.0,189.2,0.0,926.1,756.7,56.0,63.4,,
313.3,262.2,0.0,1046.9,611.8,56.0,64.9,,
425.0,106.3,0.0,852.1,887.1,56.0,64.3,,
425.0,106.3,0.0,936.0,803.7,56.0,64.9,,
375.0,93.8,0.0,852.1,992.6,56.0,60.2,,
475.0,118.8,0.0,852.1,781.5,56.0,72.3,,
469.0,117.2,0.0,852.1,840.5,56.0,69.3,,
425.0,106.3,0.0,852.1,887.1,56.0,64.3,,
388.6,97.1,0.0,852.1,925.7,56.0,55.2,,43.856666666666655
531.3,0.0,0.0,852.1,893.7,56.0,58.8,,
425.0,106.3,0.0,852.1,887.1,56.0,64.3,,
318.8,212.5,0.0,852.1,880.4,56.0,66.1,,
401.8,94.7,0.0,946.8,852.1,56.0,73.7,,
362.6,189.0,0.0,944.7,755.8,56.0,77.3,,
323.7,282.8,0.0,942.7,659.9,56.0,80.2,,
379.5,151.2,0.0,1134.3,605.0,56.0,54.9,,
362.6,189.0,0.0,944.7,755.8,56.0,77.3,,
286.3,200.9,0.0,1004.6,803.7,56.0,72.99,,
362.6,189.0,0.0,944.7,755.8,56.0,77.3,,
439.0,177.0,0.0,884.9,707.9,56.0,71.7,,
389.9,189.0,0.0,944.7,755.8,56.0,79.4,,
362.6,189.0,0.0,944.7,755.8,56.0,77.3,,
337.9,189.0,0.0,944.7,755.8,56.0,59.89,,
374.0,189.2,0.0,926.1,756.7,91.0,64.9,,49.27975
313.3,262.2,0.0,1046.9,611.8,91.0,66.6,,
425.0,106.3,0.0,852.1,887.1,91.0,65.2,,44.659277777777774
425.0,106.3,0.0,936.0,803.7,91.0,66.7,,44.659277777777774
375.0,93.8,0.0,852.1,992.6,91.0,62.5,,43.856111111111105
475.0,118.8,0.0,852.1,781.5,91.0,74.19,,59.28699999999999
469.0,117.2,0.0,852.1,840.5,91.0,70.7,,44.659277777777774
425.0,106.3,0.0,852.1,887.1,91.0,65.2,,44.659277777777774
388.6,97.1,0.0,852.1,925.7,91.0,57.6,,43.856666666666655
531.3,0.0,0.0,852.1,893.7,91.0,59.2,,38.14833333333333
425.0,106.3,0.0,852.1,887.1,91.0,65.2,,44.659277777777774
318.8,212.5,0.0,852.1,880.4,91.0,68.1,,45.04133333333333
401.8,94.7,0.0,946.8,852.1,91.0,75.5,,45.663
362.6,189.0,0.0,944.7,755.8,91.0,79.3,,40.46033333333334
379.5,151.2,0.0,1134.3,605.0,91.0,56.5,,
362.6,189.0,0.0,944.7,755.8,91.0,79.3,,40.46033333333334
286.3,200.9,0.0,1004.6,803.7,91.0,76.8,,43.281
362.6,189.0,0.0,944.7,755.8,91.0,79.3,,40.46033333333334
439.0,177.0,0.0,884.9,707.9,91.0,73.3,,45.31808333333333
389.9,189.0,0.0,944.7,755.8,91.0,82.6,,39.05877777777778
362.6,189.0,0.0,944.7,755.8,91.0,79.3,,40.46033333333334
337.9,189.0,0.0,944.7,755.8,91.0,67.8,,50.94408333333333
222.4,0.0,96.7,967.1,870.3,3.0,11.58,,
222.4,0.0,96.7,967.1,870.3,14.0,24.45,,
222.4,0.0,96.7,967.1,870.3,28.0,24.89,,
222.4,0.0,96.7,967.1,870.3,56.0,29.45,,40.836666666666666
222.4,0.0,96.7,967.1,870.3,100.0,40.71,,45.04900000000001
233.8,0.0,94.6,947.0,852.2,3.0,10.38,,
233.8,0.0,94.6,947.0,852.2,14.0,22.14,,
233.8,0.0,94.6,947.0,852.2,28.0,22.84,,
233.8,0.0,94.6,947.0,852.2,56.0,27.66,,40.836666666666666
233.8,0.0,94.6,947.0,852.2,100.0,34.56,,40.836666666666666
194.7,0.0,100.5,1006.4,905.9,3.0,12.45,,
194.7,0.0,100.5,1006.4,905.9,14.0,24.99,,
194.7,0.0,100.5,1006.4,905.9,28.0,25.72,,
194.7,0.0,100.5,1006.4,905.9,56.0,33.96,,
194.7,0.0,100.5,1006.4,905.9,100.0,37.34,,44.720833333333346
190.7,0.0,125.4,1090.0,804.0,3.0,15.04,,
190.7,0.0,125.4,1090.0,804.0,14.0,21.06,,
190.7,0.0,125.4,1090.0,804.0,28.0,26.4,,
190.7,0.0,125.4,1090.0,804.0,56.0,35.34,,
